CODIGO,PROVINCIA,DISTRITO,UNIDADE SANITÁRIA,CLASSIFICAÇÃO,NÍVEL,TIPO DE US,Tipo,Maternidade,Camas Maternidade,Camas Internamento,Camas Total
1060794,Manica,Manica,CS Chazuca,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060707,Manica,Manica,CS Chicamba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1060795,Manica,Manica,CS Chinhagore,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1060709,Manica,Manica,CS Chinhambuzi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1060710,Manica,Manica,CS Chitunga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1060711,Manica,Manica,CS Jecua Missão,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1060712,Manica,Manica,CS Machipanda,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1060713,Manica,Manica,CS Mavonde,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1060714,Manica,Manica,CS Messica,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,9,0,9
1060715,Manica,Manica,CS Mundonguara,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1060718,Manica,Manica,CS Nhamaxato,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1060719,Manica,Manica,CS Penhalonga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1060724,Manica,Manica,CS Zonue Tabaco,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1060706,Manica,Manica,HD Manica,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,sim,24,57,81
1060721,Manica,Manica,PS Guindingue,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,3,0,3
1060716,Manica,Manica,PS Munene,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,0,0,0
1090509,Gaza,Mapai,CS Machaila,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1090408,Gaza,Mapai,CS Mapai,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1090410,Gaza,Mapai,CS Mepuzi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1090401,Gaza,Mapai,HD Mapai,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,sim,8,8,16
1090406,Gaza,Mapai,PS Chidulo,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,0,0,0
1090409,Gaza,Mapai,PS Mapai Ngala,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,0,0,0
1051505,Tete,Marara,CS Boroma,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1051507,Tete,Marara,CS Cachembe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1051503,Tete,Marara,CS Marara,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1051504,Tete,Marara,CS Matambo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1051508,Tete,Marara,CS Mufa Caconde,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1071010,Sofala,Maringue,CS Canxixe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1071014,Sofala,Maringue,CS Chionde,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1071011,Sofala,Maringue,CS Gumbalatsai,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1071009,Sofala,Maringue,CS Marigue-Sede,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,Sim,5,6,11
1071008,Sofala,Maringue,CS Nhamacala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1071012,Sofala,Maringue,CS Palane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1071005,Sofala,Maringue,CS Phango,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,6,0,6
1071007,Sofala,Maringue,CS Senga Senga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1071006,Sofala,Maringue,CS Subue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1100515,Maputo Provincia,Marracuene,CS Abel Jafar,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,11,0,11
1100508,Maputo Provincia,Marracuene,CS Machubo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1100514,Maputo Provincia,Marracuene,CS Mali,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,8,0,8
1100506,Maputo Provincia,Marracuene,CS Marracuene,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,28,38,66
1100507,Maputo Provincia,Marracuene,CS Matalane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1100509,Maputo Provincia,Marracuene,CS Michafutene,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1100513,Maputo Provincia,Marracuene,CS Mumemo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,0,8
1100510,Maputo Provincia,Marracuene,CS Nhongonhane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1100511,Maputo Provincia,Marracuene,CS Ricatla,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1100520,Maputo Provincia,Marracuene,PS Bobole,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1071127,Sofala,Marromeu,CS Amambos,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,6,0,6
1071111,Sofala,Marromeu,CS Chueza,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,2,0,2
1071108,Sofala,Marromeu,CS Chupanga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,2,0,2
1071115,Sofala,Marromeu,CS Malingapanse,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,2,0,2
1071106,Sofala,Marromeu,CS Nensa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1071109,Sofala,Marromeu,CS Nhansaua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,0,0,0
1071107,Sofala,Marromeu,CS Salone,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,Sim,3,0,3
1071100,Sofala,Marromeu,HR  MAarromeu,HR - Hospital Rurais,Nível Secundário,Hospital Rural  (Tipo US),HosPital,Sim,16,102,118
1071110,Sofala,Marromeu,PS Bauaze,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1010716,Niassa,Marrupa,CS Cumela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1010707,Niassa,Marrupa,CS Marrangira,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,2,2,4
1010714,Niassa,Marrupa,CS Marrupa,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,0,2,2
1010715,Niassa,Marrupa,CS Mucuaiai,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,2,2,4
1010709,Niassa,Marrupa,CS Nungo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,5,8
1010711,Niassa,Marrupa,CS Tumpue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,2,2,4
1010718,Niassa,Marrupa,CS Yaranca,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,5,8,13
1010706,Niassa,Marrupa,HD Marrupa,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,não,16,48,64
1050998,Tete,Marávia,CS Chipera,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1050906,Tete,Marávia,CS Chiputo,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1050907,Tete,Marávia,CS Fingoe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,24,28
1050910,Tete,Marávia,CS Kassuende,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1050908,Tete,Marávia,CS Maloera,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1050909,Tete,Marávia,CS Uncanha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1091006,Gaza,Massangena,CS Massangena,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,6,18,24
1091008,Gaza,Massangena,CS Massangena,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1091007,Gaza,Massangena,CS Mavue,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080907,Inhambane,Massinga,CS Balata,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080910,Inhambane,Massinga,CS Cangela,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1080916,Inhambane,Massinga,CS Chicomo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080919,Inhambane,Massinga,CS Chihunze,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080917,Inhambane,Massinga,CS Chtuane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,12,0,12
1080915,Inhambane,Massinga,CS Inhaloi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1080911,Inhambane,Massinga,CS Mangonha,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1080900,Inhambane,Massinga,CS Massinga,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1080918,Inhambane,Massinga,CS Muchungo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1080914,Inhambane,Massinga,CS Murie,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,0,1
1080912,Inhambane,Massinga,CS Muvamba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1080906,Inhambane,Massinga,CS Nhachengue,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1080913,Inhambane,Massinga,CS Rio das Pedras,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1080901,Inhambane,Massinga,HD Massinga,HD - Hospital Distritais,Nível Secundário,Hospital Distrital (Tipo US),HosPital,sim,28,72,100
1091106,Gaza,Massingir,CS Massingir,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,7,42,49
1091112,Gaza,Massingir,CS Mucatine,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1091108,Gaza,Massingir,PS Chibotane,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1091109,Gaza,Massingir,PS Cubo,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1091116,Gaza,Massingir,PS Macaringue,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1091110,Gaza,Massingir,PS Machamba,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1091111,Gaza,Massingir,PS Mavodze,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1091107,Gaza,Massingir,PS Zulo,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,0,0,0
1100118,Maputo Provincia,Matola,CS  Unidade A,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1100122,Maputo Provincia,Matola,CS Bedene,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,sim,22,0,22
1100114,Maputo Provincia,Matola,CS Boquisso,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,11,0,11
1100117,Maputo Provincia,Matola,CS Khongolote,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,12,0,12
1100113,Maputo Provincia,Matola,CS Liberdade,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1100105,Maputo Provincia,Matola,CS Lingamo,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,sim,0,0,0
1100121,Maputo Provincia,Matola,CS Machava I,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1100107,Maputo Provincia,Matola,CS Machava II,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,sim,25,0,25
1100110,Maputo Provincia,Matola,CS Matola,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,0,0,0
1100108,Maputo Provincia,Matola,CS Matola Gare,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,0,0,0
1100106,Maputo Provincia,Matola,CS Matola II,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,25,0,25
1100125,Maputo Provincia,Matola,CS Muhalaze,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,0,0,0
1100109,Maputo Provincia,Matola,CS Ndlavela,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,sim,0,0,0
1100111,Maputo Provincia,Matola,CS Sao Damanso,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1100159,Maputo Provincia,Matola,CS Socimol,Centro de Saúde Urbano Tipo A,Nível Primário,Centro de Saúde Urbano,CS,não,45,0,45
1100167,Maputo Provincia,Matola,CS Tsalala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,19,0,19
1100100,Maputo Provincia,Matola,HG Machava,HG - Hospital Gerais,Nível Secundário,Hospital Geral (Tipo US),HosPital,não,0,260,260
1100101,Maputo Provincia,Matola,HP Matola,HP - Hospital Provincial,Nível Terciário,Hospital Provincial (Tipo US),HosPital,sim,100,300,400
1100166,Maputo Provincia,Matola,PS BO-Machava,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,9,0,9
1100119,Maputo Provincia,Matola,PS Cadeia Central,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100161,Maputo Provincia,Matola,PS Cimentos,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100155,Maputo Provincia,Matola,PS Clinica da Liberdade,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100158,Maputo Provincia,Matola,PS Clinica da Matola,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100168,Maputo Provincia,Matola,PS Dzovo,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100156,Maputo Provincia,Matola,PS Fomento,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100157,Maputo Provincia,Matola,PS Hanhane,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100116,Maputo Provincia,Matola,PS Km-25,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100170,Maputo Provincia,Matola,PS Mapinhane,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100123,Maputo Provincia,Matola,PS Policia,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,10,0,10
1100115,Maputo Provincia,Matola,PS T.3,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,11,0,11
1100169,Maputo Provincia,Matola,PS Zona Verde,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,0,0,0
1100608,Maputo Provincia,Matutine,CS Catuane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1100659,Maputo Provincia,Matutine,CS Gueveza,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100614,Maputo Provincia,Matutine,CS Hindanne,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100609,Maputo Provincia,Matutine,CS Mabilibili,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100671,Maputo Provincia,Matutine,CS Manhangane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100607,Maputo Provincia,Matutine,CS Matutuine,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,11,38,49
1100663,Maputo Provincia,Matutine,CS Mungazine,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100669,Maputo Provincia,Matutine,CS Ndelane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100660,Maputo Provincia,Matutine,CS Nsime,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1100611,Maputo Provincia,Matutine,CS Ponta do Ouro,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100612,Maputo Provincia,Matutine,CS Salamanga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1100670,Maputo Provincia,Matutine,CS Santa Maria,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1100613,Maputo Provincia,Matutine,CS Zitundo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1010806,Niassa,Maua,CS Maiaca,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,3,3,6
1010807,Niassa,Maua,CS Maua,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,13,22,35
1010809,Niassa,Maua,CS Muapula,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,2,0,2
1010811,Niassa,Maua,CS Mugoma,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,1,4
1010813,Niassa,Maua,CS Muhoco,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,3,0,3
1010822,Niassa,Maua,CS Muloloua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1010808,Niassa,Maua,CS Queta,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1010906,Niassa,Mavago,CS Mavago,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,3,18,21
1010909,Niassa,Mavago,CS Milepa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1010907,Niassa,Mavago,CS Nkalapa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,13,15
1010908,Niassa,Mavago,CS Nsawize,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,1,3,4
1081007,Inhambane,Maxixe,CS Agostinho Neto,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,4,0,4
1081011,Inhambane,Maxixe,CS Bembe,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,4,0,4
1081012,Inhambane,Maxixe,CS Chicuque,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,não,0,0,0
1081014,Inhambane,Maxixe,CS Cuguana,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,4,0,4
1081008,Inhambane,Maxixe,CS Dambo,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,6,0,6
1081013,Inhambane,Maxixe,CS Mabil,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,3,0,3
1081015,Inhambane,Maxixe,CS Macuamene,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,4,0,4
1081016,Inhambane,Maxixe,CS Manhala,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,6,0,6
1081006,Inhambane,Maxixe,CS Maxixe,Centro de Saúde Urbano Tipo B,Nível Primário,Centro de Saúde Urbano,CS,sim,17,0,17
1081010,Inhambane,Maxixe,CS Tinga Tinga,Centro de Saúde Urbano Tipo C,Nível Primário,Centro de Saúde Urbano,CS,sim,3,0,3
1081000,Inhambane,Maxixe,HR Chicuque,HR - Hospital Rurais,Nível Secundário,Hospital Rural  (Tipo US),HosPital,sim,35,118,153
1011019,Niassa,Mecanhelas,CS Candulo,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1011017,Niassa,Mecanhelas,CS Caronga,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,2,0,2
1011015,Niassa,Mecanhelas,CS Chamba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1011007,Niassa,Mecanhelas,CS Chissaua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1011008,Niassa,Mecanhelas,CS Chiuta,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,4,1,5
1011009,Niassa,Mecanhelas,CS Entre-Lagos,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,1,4
1011021,Niassa,Mecanhelas,CS Kumulike,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,2,0,2
1011011,Niassa,Mecanhelas,CS Mecanhelas,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,17,4,21
1011010,Niassa,Mecanhelas,CS Mecomera,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1011020,Niassa,Mecanhelas,CS Muhurune,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1011018,Niassa,Mecanhelas,CS Nanhumba,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1011023,Niassa,Mecanhelas,CS Naveia,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,1,0,1
1011013,Niassa,Mecanhelas,CS Sale,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,não,0,1,1
1030711,Nampula,Meconta,CS Japire,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,4,0,4
1030708,Nampula,Meconta,CS Corrane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,6,12
1030707,Nampula,Meconta,CS Meconta,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,11,30,41
1030712,Nampula,Meconta,CS Mecua,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030710,Nampula,Meconta,CS Nacavala,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1030706,Nampula,Meconta,CS Namialo,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1030709,Nampula,Meconta,CS Tetererene,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,0,7
1030814,Nampula,Mecuburi,CS Issipe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,5,0,5
1030815,Nampula,Mecuburi,CS Malithe,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030806,Nampula,Mecuburi,CS Mecuburi,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,15,20,35
1030816,Nampula,Mecuburi,CS Mualua,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030810,Nampula,Mecuburi,CS Muite,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030817,Nampula,Mecuburi,CS Nahipa,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,6,0,6
1030808,Nampula,Mecuburi,CS Namina,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,7,14,21
1030812,Nampula,Mecuburi,CS Nipai,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,3,0,3
1030818,Nampula,Mecuburi,CS Ratane,Centro de Saúde Rural Tipo 2,Nível Primário,Centro de Saúde Rural,CS,sim,8,0,8
1030819,Nampula,Mecuburi,CS Unidade Moçambicana,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,não,0,0,0
1030807,Nampula,Mecuburi,PS Milhana,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,8,0,8
1030809,Nampula,Mecuburi,PS Momane,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,não,3,0,3
1030813,Nampula,Mecuburi,PS Popue,Posto de Saúde,Nível Primário,Posto de Saúde (Tipo US),Posto,sim,5,0,5
1020706,Cabo Delgado,Mecufi,CS Mecufi,Centro de Saúde Rural Tipo 1,Nível Primário,Centro de Saúde Rural,CS,sim,12,23,35
